sales_volume,temperature,region,product_type,date,regression_target,classification_target,time_series_target
45.09,17.9,West,Clothing,2023-01-04 21:00:00,132.15467243705137,Medium,125.86601415140146
44.12,8.9,East,Groceries,2023-01-04 22:00:00,129.31361313123668,High,125.57056390358352
28.05,17.6,North,Furniture,2023-01-04 23:00:00,120.53517266194766,Medium,132.5256615066046
54.44,24.3,East,Clothing,2023-01-05 00:00:00,155.75708549696915,Medium,128.78504032549807
53.92,14.6,South,Clothing,2023-01-05 01:00:00,147.76016867976006,Medium,123.20555564002167
50.08,18.2,West,Furniture,2023-01-05 02:00:00,153.76045346330176,Low,125.86453675760103
46.48,32.1,West,Clothing,2023-01-05 03:00:00,151.05898883166705,High,132.90315388701134
28.77,3.5,South,Groceries,2023-01-05 04:00:00,126.65907151392435,Medium,130.39035119372494
43.69,6.2,North,Furniture,2023-01-05 05:00:00,147.12791327255852,Medium,135.62509727615438
44.86,22.3,West,Electronics,2023-01-05 06:00:00,146.57781791751893,Medium,134.13064912976614
37.97,17.5,South,Groceries,2023-01-05 07:00:00,139.3605707827944,Medium,128.20372417049853
47.58,-2.0,East,Clothing,2023-01-05 08:00:00,140.8756409890146,High,137.5766514939824
56.06,6.9,North,Groceries,2023-01-05 09:00:00,153.36945900965495,High,138.2370359600515
78.29,11.1,South,Furniture,2023-01-05 10:00:00,175.14423868768978,Medium,121.96850147110129
52.62,8.9,East,Clothing,2023-01-05 11:00:00,154.18935449957308,Medium,131.30092332745167
53.86,-2.0,West,Clothing,2023-01-05 12:00:00,144.2601153677651,Medium,128.63801206439513
48.88,31.6,West,Furniture,2023-01-05 13:00:00,168.91634332854233,Medium,130.3287814473236
21.22,24.3,North,Electronics,2023-01-05 14:00:00,140.62065401196332,Medium,127.79310835485101
49.6,11.7,East,Clothing,2023-01-05 15:00:00,159.19546020585787,Medium,127.40820132641178
50.9,20.6,South,Clothing,2023-01-05 16:00:00,161.45126182043072,High,136.86134718215186
86.95,30.4,West,Clothing,2023-01-05 17:00:00,183.81194587032724,Medium,126.75407083886012
47.11,-3.9,South,Electronics,2023-01-05 18:00:00,130.16738150158238,Medium,133.29876209494753
54.52,1.3,South,Groceries,2023-01-05 19:00:00,131.45734804020668,High,126.32261802728827
49.48,14.4,South,Electronics,2023-01-05 20:00:00,139.43318573632916,Medium,139.6503410089227
32.47,26.0,North,Groceries,2023-01-05 21:00:00,128.59084565610686,Medium,133.68717467554274
67.14,-8.4,South,Clothing,2023-01-05 22:00:00,136.55638896020707,Medium,137.49583552968494
61.28,34.3,North,Groceries,2023-01-05 23:00:00,147.89673539718837,Medium,134.97593929285605
61.87,10.5,North,Groceries,2023-01-06 00:00:00,136.9389123907639,High,132.9638828347391
36.36,6.2,East,Groceries,2023-01-06 01:00:00,110.79861980895748,Medium,134.80029974342415
71.04,3.2,West,Groceries,2023-01-06 02:00:00,142.00439346519144,High,142.22209332182234
28.97,-2.2,South,Clothing,2023-01-06 03:00:00,107.15859008063723,High,130.42390430996323
58.8,25.6,East,Furniture,2023-01-06 04:00:00,142.063461152015,Medium,122.38852578875878
82.86,33.0,East,Electronics,2023-01-06 05:00:00,169.26262641120007,Low,131.42379245724453
35.14,8.6,East,Groceries,2023-01-06 06:00:00,118.92632902631627,Medium,129.53412808313573
41.51,32.9,East,Clothing,2023-01-06 07:00:00,136.27981355476604,Medium,140.6396821943924
51.49,27.1,East,Clothing,2023-01-06 08:00:00,134.05063903610642,Medium,135.13959427317752
42.45,11.6,South,Clothing,2023-01-06 09:00:00,118.71320837217982,Medium,140.37270483005
26.74,20.3,East,Clothing,2023-01-06 10:00:00,112.10293156876983,Medium,136.6106851783441
51.03,9.6,West,Groceries,2023-01-06 11:00:00,132.85276567976155,High,136.70894601476317
34.07,15.1,North,Electronics,2023-01-06 12:00:00,118.27529753024494,Medium,137.69818132694397
57.1,-7.4,North,Clothing,2023-01-06 13:00:00,136.83984064717248,Medium,144.49001255444276
36.21,21.3,West,Electronics,2023-01-06 14:00:00,137.26218223131744,High,138.23249902442896
73.25,-7.6,South,Electronics,2023-01-06 15:00:00,144.84712285114838,Low,143.05420759884038
38.25,26.8,North,Electronics,2023-01-06 16:00:00,129.8211322807206,Low,142.94119382771348
45.17,27.1,West,Furniture,2023-01-06 17:00:00,142.61212810180473,High,137.10444347799918
62.2,0.7,West,Clothing,2023-01-06 18:00:00,149.25227381661668,Medium,137.7552583488086
31.54,4.6,East,Clothing,2023-01-06 19:00:00,126.76474122441918,Low,136.4384417433347
53.41,11.7,North,Clothing,2023-01-06 20:00:00,148.56032973970844,Medium,144.94435193611145
69.61,16.8,East,Electronics,2023-01-06 21:00:00,158.2472783710786,Low,134.0226451172364
25.89,2.9,South,Clothing,2023-01-06 22:00:00,122.92849207225531,Medium,135.31095673269274
52.77,16.7,North,Clothing,2023-01-06 23:00:00,146.39365663838296,Medium,137.74111833491654
53.9,3.4,North,Electronics,2023-01-07 00:00:00,144.87136219400006,Medium,133.57645520569938
61.73,-7.5,West,Clothing,2023-01-07 01:00:00,152.44557403732574,Medium,136.55406879669567
31.45,-9.9,North,Groceries,2023-01-07 02:00:00,127.26235180842329,High,145.38263941468134
30.19,-5.4,South,Furniture,2023-01-07 03:00:00,133.3424086390343,Medium,143.14953473983715
57.83,25.7,South,Groceries,2023-01-07 04:00:00,180.24260717916275,Medium,137.97742836736208
54.45,33.3,North,Groceries,2023-01-07 05:00:00,182.67845117521645,High,144.282314093
53.76,9.2,West,Groceries,2023-01-07 06:00:00,169.19994209305673,Medium,150.86316003220242
55.2,13.1,South,Electronics,2023-01-07 07:00:00,171.96767780529913,Low,142.203031949439
39.8,-3.4,East,Clothing,2023-01-07 08:00:00,147.68273829193868,Low,147.92151795987397
53.48,14.8,South,Groceries,2023-01-07 09:00:00,163.89881932825432,High,145.25830110924826
54.4,-3.5,North,Groceries,2023-01-07 10:00:00,157.69685314738285,High,139.70718959772648
39.28,17.5,East,Clothing,2023-01-07 11:00:00,155.2811040366364,High,142.34325568723855
77.99,32.0,North,Electronics,2023-01-07 12:00:00,195.13694992089273,Medium,144.16393655116536
57.11,-1.2,North,Groceries,2023-01-07 13:00:00,154.38326917162988,Medium,137.9817939146422
32.13,24.4,North,Clothing,2023-01-07 14:00:00,146.73617504569418,Low,128.83287093680372
59.85,-8.9,West,Clothing,2023-01-07 15:00:00,157.4127642961465,High,137.87955433321915
35.38,6.9,West,Furniture,2023-01-07 16:00:00,140.1421429112664,Medium,131.4283849480629
61.81,-5.0,South,Groceries,2023-01-07 17:00:00,155.41877498193918,Medium,138.62931302905918
67.38,5.9,North,Groceries,2023-01-07 18:00:00,156.0517284274471,Medium,134.015174218644
37.69,-2.2,East,Furniture,2023-01-07 19:00:00,121.72241831608125,Low,147.11707702607362
64.45,6.8,East,Clothing,2023-01-07 20:00:00,151.66872275447147,Medium,136.96599584492202
56.19,8.8,East,Clothing,2023-01-07 21:00:00,144.51430128790673,Medium,145.7602805087994
62.33,3.5,West,Groceries,2023-01-07 22:00:00,155.88666561559944,Low,147.03180762022455
78.45,19.5,West,Groceries,2023-01-07 23:00:00,178.944881167721,Low,146.86369265744966
46.32,31.3,North,Furniture,2023-01-08 00:00:00,161.79385949216766,Medium,134.17010738442536
38.69,8.0,East,Groceries,2023-01-08 01:00:00,138.65744924269313,Medium,149.27893168300588
36.66,-1.3,East,Groceries,2023-01-08 02:00:00,130.45792235847088,Low,145.91959874522738
37.76,2.2,West,Electronics,2023-01-08 03:00:00,129.42474144823282,Low,147.9897026279986
48.84,28.4,West,Furniture,2023-01-08 04:00:00,146.0615327504799,High,153.26648613169462
55.12,15.7,East,Clothing,2023-01-08 05:00:00,148.05499838096057,Low,148.23575431875855
54.15,10.5,East,Groceries,2023-01-08 06:00:00,149.00157770980397,Low,138.49607150585663
62.41,-3.3,South,Clothing,2023-01-08 07:00:00,150.7042636806412,Medium,147.81923933704311
50.2,10.2,West,Groceries,2023-01-08 08:00:00,143.54592771451127,Medium,137.17646591514273
71.8,2.5,North,Electronics,2023-01-08 09:00:00,158.6295778899986,Medium,144.51968572382316
46.03,32.4,North,Furniture,2023-01-08 10:00:00,143.4001858826703,High,142.45656290919845
90.8,29.8,East,Furniture,2023-01-08 11:00:00,184.5312322262105,Medium,145.15987689939018
59.39,-6.2,West,Clothing,2023-01-08 12:00:00,134.9124813480233,High,137.69604944092328
37.14,13.2,North,Electronics,2023-01-08 13:00:00,121.21018643583099,High,138.4047145168343
33.94,0.1,West,Clothing,2023-01-08 14:00:00,112.67664778368196,Low,143.26090567319966
57.24,8.5,East,Electronics,2023-01-08 15:00:00,136.53744558489217,Medium,144.5243131368251
46.65,29.5,East,Groceries,2023-01-08 16:00:00,138.20170259263327,Medium,143.6354121766069
60.71,13.7,East,Groceries,2023-01-08 17:00:00,135.99906288772178,Medium,153.1423018973223
57.1,5.0,West,Electronics,2023-01-08 18:00:00,134.42780285573826,High,148.13208984316216
48.91,-0.6,North,Groceries,2023-01-08 19:00:00,116.646056850392,High,148.1168594207923
37.3,26.0,South,Furniture,2023-01-08 20:00:00,113.24171189814977,Medium,144.3445415855615
27.28,18.1,North,Electronics,2023-01-08 21:00:00,100.74079803837736,Low,139.41531878731445
43.3,11.1,West,Electronics,2023-01-08 22:00:00,103.73562812915543,Low,146.47041760366173
62.85,-0.2,North,Clothing,2023-01-08 23:00:00,119.83875451053504,Medium,155.64207914771032
53.21,5.0,South,Electronics,2023-01-09 00:00:00,108.83568133347049,Low,147.8404949630469
31.31,33.2,North,Clothing,2023-01-09 01:00:00,113.20081709452205,High,152.39558172733206
52.6,13.4,South,Electronics,2023-01-09 02:00:00,125.50842792337991,Medium,153.13574767093215
55.78,8.0,West,Furniture,2023-01-09 03:00:00,131.52770660091784,Medium,149.84381974110133
36.74,13.5,East,Furniture,2023-01-09 04:00:00,128.48123651568406,Medium,148.25294584419066
52.31,25.1,South,Furniture,2023-01-09 05:00:00,147.14337613616289,High,142.31651928530056
50.87,5.3,West,Clothing,2023-01-09 06:00:00,131.0265031570631,High,146.31467575782614
32.86,-2.0,East,Clothing,2023-01-09 07:00:00,112.45346377821988,High,145.6523001175677
55.37,16.3,South,Groceries,2023-01-09 08:00:00,136.77813575117506,Medium,149.2047450316654
58.41,19.9,East,Clothing,2023-01-09 09:00:00,137.46417938860645,Low,140.58054739672244
66.25,22.1,North,Clothing,2023-01-09 10:00:00,145.59044657264062,Medium,145.05865859394478
65.81,29.7,West,Furniture,2023-01-09 11:00:00,147.47992550160188,Medium,149.8575378886348
29.33,6.7,West,Electronics,2023-01-09 12:00:00,103.03487708001691,High,144.41734178719327
35.93,-6.6,West,Clothing,2023-01-09 13:00:00,100.43786511708062,Medium,143.43843207287728
57.73,33.1,West,Groceries,2023-01-09 14:00:00,140.47275743809914,Medium,144.14607453337544
57.71,9.6,South,Electronics,2023-01-09 15:00:00,133.48884347106264,High,146.82587247441475
57.73,18.0,North,Clothing,2023-01-09 16:00:00,129.69022390510767,Medium,136.36732823313605
107.79,20.0,East,Electronics,2023-01-09 17:00:00,169.22221847346498,Medium,144.6209518815428
58.56,14.6,West,Electronics,2023-01-09 18:00:00,126.43150244609143,Medium,153.19456455011468
67.03,-0.8,West,Electronics,2023-01-09 19:00:00,119.59490233495329,Low,150.12733059319737
64.31,24.0,South,Electronics,2023-01-09 20:00:00,129.2203736697498,High,150.68335438836993
59.77,26.2,South,Electronics,2023-01-09 21:00:00,127.42835171744991,High,139.51801111002516
45.27,14.9,South,Clothing,2023-01-09 22:00:00,112.77252444385488,Medium,146.65685623345703
61.38,12.0,North,Electronics,2023-01-09 23:00:00,124.59631457201323,Medium,148.21791596815015
38.41,-4.9,East,Electronics,2023-01-10 00:00:00,93.36556752202546,Medium,151.18665256760494
46.45,-6.2,North,Groceries,2023-01-10 01:00:00,109.20771765988468,Medium,154.48472590933306
42.72,5.3,West,Groceries,2023-01-10 02:00:00,116.11935151799267,Medium,153.7677496234601
51.23,4.0,South,Electronics,2023-01-10 03:00:00,125.040950241242,High,146.12898234333224
84.72,32.9,West,Clothing,2023-01-10 04:00:00,171.3071065262967,Medium,146.3032462605151
21.99,25.3,East,Groceries,2023-01-10 05:00:00,118.54615238534907,Medium,156.23359794381304
60.29,19.7,East,Groceries,2023-01-10 06:00:00,152.81765681295886,Low,147.42908412766644
25.81,13.3,North,Electronics,2023-01-10 07:00:00,122.31801656438768,Medium,143.87043869162488
42.92,-2.5,North,Clothing,2023-01-10 08:00:00,128.1147538657586,Medium,148.29978205109506
66.33,34.0,South,Furniture,2023-01-10 09:00:00,168.2688962597146,Medium,156.13232136324825
50.96,6.9,South,Clothing,2023-01-10 10:00:00,150.3046839911692,Medium,144.90929756247567
33.83,-5.2,West,Groceries,2023-01-10 11:00:00,138.11092706761576,Medium,147.33543323130218
39.27,12.2,South,Groceries,2023-01-10 12:00:00,154.12716505891575,Medium,145.2065033481538
60.19,29.3,South,Groceries,2023-01-10 13:00:00,181.99622435179973,High,154.34829928510385
39.04,29.9,West,Groceries,2023-01-10 14:00:00,168.85643640728216,Medium,151.04591057117233
53.25,-9.5,East,Groceries,2023-01-10 15:00:00,165.45254097396514,Medium,154.2743953112233
50.68,29.9,South,Electronics,2023-01-10 16:00:00,189.59020067103137,Medium,157.50648204129627
40.23,2.2,South,Electronics,2023-01-10 17:00:00,166.1972802510121,Medium,142.1553105542916
82.16,-8.2,West,Electronics,2023-01-10 18:00:00,201.13158670019905,Medium,145.95253131501724
59.51,28.2,West,Groceries,2023-01-10 19:00:00,202.9265622705556,High,147.61118295039978
19.62,28.9,West,Electronics,2023-01-10 20:00:00,174.61922038305534,High,150.151523115445
52.8,16.8,West,Groceries,2023-01-10 21:00:00,202.0229669907253,Medium,152.36339143780566
40.07,15.8,West,Clothing,2023-01-10 22:00:00,195.07427824117872,Medium,147.40123959183612
62.79,26.6,South,Furniture,2023-01-10 23:00:00,223.2302560569429,Low,146.4214356950238
38.11,25.4,North,Clothing,2023-01-11 00:00:00,200.93916339053084,Low,154.6851064917513
48.28,30.1,North,Furniture,2023-01-11 01:00:00,218.91672110927922,Medium,152.6509924927257
57.57,14.9,North,Electronics,2023-01-11 02:00:00,222.22715466465982,High,151.5166381880372
62.99,33.5,South,Furniture,2023-01-11 03:00:00,236.49348325386234,Medium,139.22318702359095
32.0,34.8,East,Clothing,2023-01-11 04:00:00,217.85685518832784,Medium,155.99814447954154
44.98,-4.8,South,Clothing,2023-01-11 05:00:00,221.38000767713032,Low,150.89541492067983
42.88,28.2,North,Furniture,2023-01-11 06:00:00,230.35538516802066,Medium,149.17450717997417
40.2,12.5,North,Clothing,2023-01-11 07:00:00,216.34272205340423,Medium,145.894600082019
76.48,7.4,West,Electronics,2023-01-11 08:00:00,256.24324859758366,High,146.83157758650862
56.07,17.6,West,Clothing,2023-01-11 09:00:00,247.14872280910555,Low,145.5444911382033
31.09,-7.5,West,Furniture,2023-01-11 10:00:00,215.5690712022634,Medium,140.0121250087321
63.77,12.8,South,Electronics,2023-01-11 11:00:00,251.28614249395255,High,145.91135386630265
81.83,29.2,East,Furniture,2023-01-11 12:00:00,279.97632249880974,High,142.0007626049968
65.49,-0.4,East,Groceries,2023-01-11 13:00:00,265.16055904286117,High,149.68863065449946
27.21,9.2,West,Groceries,2023-01-11 14:00:00,236.01061633919446,Medium,144.2302039429787
42.74,32.3,East,Electronics,2023-01-11 15:00:00,259.5002327032478,High,153.6247461635817
69.0,9.3,North,Electronics,2023-01-11 16:00:00,267.25459706040846,High,141.64256637353725
39.38,6.1,North,Clothing,2023-01-11 17:00:00,245.62292194450484,High,155.9250157991292
56.66,9.8,West,Furniture,2023-01-11 18:00:00,267.40888913275774,High,154.11951437063306
61.62,13.4,West,Groceries,2023-01-11 19:00:00,281.2815530594233,High,144.58843832446573
36.1,18.4,West,Clothing,2023-01-11 20:00:00,267.1991444725247,Medium,149.42948708354447
49.11,26.0,East,Groceries,2023-01-11 21:00:00,294.0038084287428,Low,145.60816913799476
1.38,10.3,South,Clothing,2023-01-11 22:00:00,245.09604351270573,Medium,152.75032098998113
34.63,26.8,West,Clothing,2023-01-11 23:00:00,275.7733407505422,Medium,158.831905636176
46.21,14.0,East,Groceries,2023-01-12 00:00:00,285.98406221712327,Medium,155.71127113381874
31.28,5.2,West,Clothing,2023-01-12 01:00:00,270.254223815105,Medium,146.33867337944838
74.49,19.6,South,Groceries,2023-01-12 02:00:00,305.1425221980286,Low,150.31988445818484
28.55,22.3,West,Electronics,2023-01-12 03:00:00,268.1602073398413,Low,157.32545609026252
43.4,15.1,North,Furniture,2023-01-12 04:00:00,277.7185006103277,Medium,152.3009683644253
51.96,-7.5,West,Clothing,2023-01-12 05:00:00,270.0352594207909,Low,154.6936865917345
71.62,-2.4,North,Groceries,2023-01-12 06:00:00,283.239955985318,High,152.86081389012287
28.46,2.8,North,Groceries,2023-01-12 07:00:00,250.2738103026886,High,149.94555181930028
67.45,2.7,East,Furniture,2023-01-12 08:00:00,276.09314320088004,Medium,149.1745653337432
50.15,20.3,East,Furniture,2023-01-12 09:00:00,274.22879839578115,Medium,143.42305045276606
35.28,-9.2,North,Furniture,2023-01-12 10:00:00,237.86377416131694,Low,145.60221973872225
56.93,24.0,North,Clothing,2023-01-12 11:00:00,272.23589880114406,Medium,144.87403975946864
52.99,1.9,West,Groceries,2023-01-12 12:00:00,260.6314482416856,High,147.57615426404197
41.0,4.0,West,Clothing,2023-01-12 13:00:00,251.6367420429437,Medium,149.77849975018106
51.05,13.8,North,Clothing,2023-01-12 14:00:00,270.04285652829805,Medium,148.68701673308416
44.22,-0.3,East,Electronics,2023-01-12 15:00:00,250.6760503572774,High,150.24999009043012
51.7,29.8,West,Furniture,2023-01-12 16:00:00,268.20460285039684,High,152.43388934780873
59.93,-6.2,West,Electronics,2023-01-12 17:00:00,255.13842961914236,Medium,146.97488792870192
73.79,10.0,West,Electronics,2023-01-12 18:00:00,277.8900524661889,Medium,152.68096557005157
31.43,28.2,East,Clothing,2023-01-12 19:00:00,254.1945903964195,Medium,154.61804841617024
82.0,17.7,North,Clothing,2023-01-12 20:00:00,300.1174203101316,Low,150.93725648590723
20.72,3.2,West,Groceries,2023-01-12 21:00:00,239.8144908252621,High,146.0712452786195
47.72,8.9,East,Electronics,2023-01-12 22:00:00,257.2895463323589,High,153.45771702893154
58.82,21.8,East,Furniture,2023-01-12 23:00:00,281.5649912470242,Medium,151.06608782472625
54.21,33.8,East,Electronics,2023-01-13 00:00:00,276.7226983273623,High,151.6735672999244
40.66,30.2,East,Groceries,2023-01-13 01:00:00,267.4980118843575,Medium,156.17998366653816
46.88,5.4,West,Electronics,2023-01-13 02:00:00,255.18066167424766,Medium,151.97410472433683
42.6,34.9,North,Electronics,2023-01-13 03:00:00,256.1600699200092,Medium,156.2190994915024
41.16,-9.8,North,Electronics,2023-01-13 04:00:00,230.78415095094306,High,147.52420207202044
